"b","c","year","f","f_ratio","f_ratio_err","id","r_0","error","hcr","b_0"
5307.5939007082,2561.11786339576,51,0.482538399001104,0.723807598501656,0.536623681512768,23,0.8,0.3,0.8,4000
5272.73444776289,2544.29683878148,52,0.482538399001104,0.723807598501656,0.536623681512768,23,0.8,0.3,0.8,4000
5262.57610413761,2539.39504791203,53,0.482538399001104,0.723807598501656,0.536623681512768,23,0.8,0.3,0.8,4000
5259.57929272588,2537.94897133131,54,0.482538399001104,0.723807598501656,0.536623681512768,23,0.8,0.3,0.8,4000
5258.69204243879,2664.39688094817,55,0.50666531895116,0.723807598501656,0.504564033079417,23,0.8,0.3,0.8,4000
5131.55304038971,2599.97995792384,56,0.50666531895116,0.759997978426739,0.504564033079417,23,0.8,0.3,0.8,4000
5095.62452625342,2581.77622584954,57,0.50666531895116,0.759997978426739,0.504564033079417,23,0.8,0.3,0.8,4000
5084.99408038702,2576.39014760405,58,0.50666531895116,0.759997978426739,0.504564033079417,23,0.8,0.3,0.8,4000
5081.80808074035,2574.77591207689,59,0.50666531895116,0.759997978426739,0.504564033079417,23,0.8,0.3,0.8,4000
5080.84959203729,2703.00479304707,60,0.531998584898718,0.759997978426739,0.922963854157547,23,0.8,0.3,0.8,4000
4951.846394892,2634.37527471836,61,0.531998584898718,0.797997877348076,0.922963854157547,23,0.8,0.3,0.8,4000
4914.8678584171,2614.70274564209,62,0.531998584898718,0.797997877348076,0.922963854157547,23,0.8,0.3,0.8,4000
4903.75361874112,2608.78998586224,63,0.531998584898718,0.797997877348076,0.922963854157547,23,0.8,0.3,0.8,4000
4900.36790610981,2606.98879153351,64,0.531998584898718,0.797997877348076,0.922963854157547,23,0.8,0.3,0.8,4000
4899.3323566546,2736.75977472318,65,0.558598514143653,0.797997877348076,0.794211115676226,23,0.8,0.3,0.8,4000
4768.69334207958,2663.78501529238,66,0.558598514143653,0.83789777121548,0.794211115676226,23,0.8,0.3,0.8,4000
4730.69058897799,2642.55673387647,67,0.558598514143653,0.83789777121548,0.794211115676226,23,0.8,0.3,0.8,4000
4719.08217940852,2636.07229353939,68,0.558598514143653,0.83789777121548,0.794211115676226,23,0.8,0.3,0.8,4000
4715.48601217067,2634.06347986372,69,0.558598514143653,0.83789777121548,0.794211115676226,23,0.8,0.3,0.8,4000
4714.36717233028,2765.11042247088,70,0.586528439850836,0.83789777121548,0.702586977894582,23,0.8,0.3,0.8,4000
4582.34669194408,2687.6766560816,71,0.586528439850836,0.879792659776254,0.702586977894582,23,0.8,0.3,0.8,4000
4543.3539841093,2664.80632398971,72,0.586528439850836,0.879792659776254,0.702586977894582,23,0.8,0.3,0.8,4000
4531.24297765695,2657.70287427019,73,0.586528439850836,0.879792659776254,0.702586977894582,23,0.8,0.3,0.8,4000
4527.42558321276,2655.46386386254,74,0.586528439850836,0.879792659776254,0.702586977894582,23,0.8,0.3,0.8,4000
4526.21684349819,2123.80392291486,75,0.469222751880669,0.879792659776254,1.17089596335539,23,0.8,0.3,0.8,4000
5056.78453928616,2372.75835719147,76,0.469222751880669,0.703834127821003,1.17089596335539,23,0.8,0.3,0.8,4000
5262.60210519222,2469.33264185129,77,0.469222751880669,0.703834127821003,1.17089596335539,23,0.8,0.3,0.8,4000
5329.66193698423,2500.7986406654,78,0.469222751880669,0.703834127821003,1.17089596335539,23,0.8,0.3,0.8,4000
5350.03300156324,2510.3572076459,79,0.469222751880669,0.703834127821003,1.17089596335539,23,0.8,0.3,0.8,4000
5356.07944222433,2638.85405193058,80,0.492683889474702,0.703834127821003,0.618630635379861,23,0.8,0.3,0.8,4000
5232.20174579298,2577.82150663361,81,0.492683889474702,0.739025834212053,0.618630635379861,23,0.8,0.3,0.8,4000
5197.43644022166,2560.69320066596,82,0.492683889474702,0.739025834212053,0.618630635379861,23,0.8,0.3,0.8,4000
5187.23733601321,2555.66826633538,83,0.492683889474702,0.739025834212053,0.618630635379861,23,0.8,0.3,0.8,4000
5184.20811256231,2554.1758167435,84,0.492683889474702,0.739025834212053,0.618630635379861,23,0.8,0.3,0.8,4000
5183.30515597651,2553.73094458078,85,0.492683889474702,0.739025834212053,1.05594426585292,23,0.8,0.3,0.8,4000
5183.0357127545,2553.59819424617,86,0.492683889474702,0.739025834212053,1.05594426585292,23,0.8,0.3,0.8,4000
5182.95528495573,2553.55856876545,87,0.492683889474702,0.739025834212053,1.05594426585292,23,0.8,0.3,0.8,4000
5182.9312752722,2553.54673958119,88,0.492683889474702,0.739025834212053,1.05594426585292,23,0.8,0.3,0.8,4000
5182.9241075853,2553.54320817733,89,0.492683889474702,0.739025834212053,1.05594426585292,23,0.8,0.3,0.8,4000
5182.92196777487,2553.5421539272,90,0.492683889474702,0.739025834212053,1.02753951125849,23,0.8,0.3,0.8,4000
5182.92132896345,2553.5418391951,91,0.492683889474702,0.739025834212053,1.02753951125849,23,0.8,0.3,0.8,4000
5182.92113825481,2553.54174523603,92,0.492683889474702,0.739025834212053,1.02753951125849,23,0.8,0.3,0.8,4000
5182.92108132127,2553.54171718579,93,0.492683889474702,0.739025834212053,1.02753951125849,23,0.8,0.3,0.8,4000
5182.92106432451,2553.54170881176,94,0.492683889474702,0.739025834212053,1.02753951125849,23,0.8,0.3,0.8,4000
5182.92105925036,2681.2187916274,95,0.517318083948437,0.739025834212053,0.415567699442701,23,0.8,0.3,0.8,4000
5055.24397241994,2615.16912570417,96,0.517318083948437,0.775977125922656,0.415567699442701,23,0.8,0.3,0.8,4000
5018.9403402592,2596.38860027441,97,0.517318083948437,0.775977125922656,0.415567699442701,23,0.8,0.3,0.8,4000
5008.12697006832,2590.79464832623,98,0.517318083948437,0.775977125922656,0.415567699442701,23,0.8,0.3,0.8,4000
5004.86371451347,2589.10650721517,99,0.517318083948437,0.775977125922656,0.415567699442701,23,0.8,0.3,0.8,4000
5003.87509780118,2718.0248318074,100,0.543183988145859,0.775977125922656,0.531316593065261,23,0.8,0.3,0.8,4000
6000,2447.41262352466,1,0.407902103920776,0.582717291315395,0.558850354443382,24,0.8,0.3,0.8,6000
5883.45654173692,2399.87430170094,2,0.407902103920776,0.611853155881164,0.558850354443382,24,0.8,0.3,0.8,6000
5852.37047367282,2387.19422913497,3,0.407902103920776,0.611853155881164,0.558850354443382,24,0.8,0.3,0.8,6000
5843.74333917522,2383.6752028226,4,0.407902103920776,0.611853155881164,0.558850354443382,24,0.8,0.3,0.8,6000
5841.32388169627,2501.82271607791,5,0.428297209116815,0.611853155881164,0.739913535941871,24,0.8,0.3,0.8,6000
5721.5089649607,2450.5063216295,6,0.428297209116815,0.642445813675223,0.739913535941871,24,0.8,0.3,0.8,6000
5689.16658383294,2436.65417005629,7,0.428297209116815,0.642445813675223,0.739913535941871,24,0.8,0.3,0.8,6000
5680.06846437265,2432.75747088324,8,0.428297209116815,0.642445813675223,0.739913535941871,24,0.8,0.3,0.8,6000
5677.48071878185,2431.6491466688,9,0.428297209116815,0.642445813675223,0.739913535941871,24,0.8,0.3,0.8,6000
5676.74241411971,2552.89957948465,10,0.449712069572656,0.642445813675223,0.570202877414596,24,0.8,0.3,0.8,6000
5554.96493783851,2498.1347785989,11,0.449712069572656,0.674568104358984,0.570202877414596,24,0.8,0.3,0.8,6000
5521.66517416852,2483.15947296258,12,0.449712069572656,0.674568104358984,0.570202877414596,24,0.8,0.3,0.8,6000
5512.16437805514,2478.88685027985,13,0.449712069572656,0.674568104358984,0.570202877414596,24,0.8,0.3,0.8,6000
5509.42234007978,2477.6537227071,14,0.449712069572656,0.674568104358984,0.570202877414596,24,0.8,0.3,0.8,6000
5508.62836252577,2601.161494489,15,0.472197673051289,0.674568104358984,0.782293829806395,24,0.8,0.3,0.8,6000
5384.53341024126,2542.56414678284,16,0.472197673051289,0.708296509576933,0.782293829806395,24,0.8,0.3,0.8,6000
5350.15135465529,2526.32902014043,17,0.472197673051289,0.708296509576933,0.782293829806395,24,0.8,0.3,0.8,6000
5340.19810050629,2521.62911669198,18,0.472197673051289,0.708296509576933,0.782293829806395,24,0.8,0.3,0.8,6000
5337.28184222554,2520.2520663178,19,0.472197673051289,0.708296509576933,0.782293829806395,24,0.8,0.3,0.8,6000
5336.42441717213,2645.8395518129,20,0.495807556703853,0.708296509576933,0.68699264349019,24,0.8,0.3,0.8,6000
5210.17970470379,2583.24646937719,21,0.495807556703853,0.74371133505578,0.68699264349019,24,0.8,0.3,0.8,6000
5174.72364484328,2565.6670869674,22,0.495807556703853,0.74371133505578,0.68699264349019,24,0.8,0.3,0.8,6000
5164.30425431566,2560.50107440756,23,0.495807556703853,0.74371133505578,0.68699264349019,24,0.8,0.3,0.8,6000
5161.20351742852,2558.96370562757,24,0.495807556703853,0.74371133505578,0.68699264349019,24,0.8,0.3,0.8,6000
5160.27734725272,2686.42972862839,25,0.520597934539046,0.74371133505578,0.724412903078906,24,0.8,0.3,0.8,6000
5032.07517715573,2619.68794367248,26,0.520597934539046,0.780896901808569,0.724412903078906,24,0.8,0.3,0.8,6000
4995.56013667884,2600.6782890206,27,0.520597934539046,0.780896901808569,0.724412903078906,24,0.8,0.3,0.8,6000
4984.66208311341,2595.00478484394,28,0.520597934539046,0.780896901808569,0.724412903078906,24,0.8,0.3,0.8,6000
4981.36636252998,2593.28903951538,29,0.520597934539046,0.780896901808569,0.724412903078906,24,0.8,0.3,0.8,6000
4980.36577405084,2074.21450817586,30,0.416478347631237,0.780896901808569,1.14697573802182,24,0.8,0.3,0.8,6000
5498.6152597952,2290.05419765941,31,0.416478347631237,0.624717521446855,1.14697573802182,24,0.8,0.3,0.8,6000
5688.227214608,2369.02347129097,32,0.416478347631237,0.624717521446855,1.14697573802182,24,0.8,0.3,0.8,6000
5747.03023040901,2393.51365414751,33,0.416478347631237,0.624717521446855,1.14697573802182,24,0.8,0.3,0.8,6000
5764.15839806654,2400.64716511147,34,0.416478347631237,0.624717521446855,1.14697573802182,24,0.8,0.3,0.8,6000
5769.05007522625,1922.14755418567,35,0.333182678104989,0.624717521446855,1.15585555334889,24,0.8,0.3,0.8,6000
6250.97595192964,2082.7169084338,36,0.333182678104989,0.499774017157484,1.15585555334889,24,0.8,0.3,0.8,6000
6410.84596725071,2135.98282828716,37,0.333182678104989,0.499774017157484,1.15585555334889,24,0.8,0.3,0.8,6000
6456.60509374761,2151.22897660114,38,0.333182678104989,0.499774017157484,1.15585555334889,24,0.8,0.3,0.8,6000
6469.05492438738,2155.37704451566,39,0.333182678104989,0.499774017157484,1.15585555334889,24,0.8,0.3,0.8,6000
6472.39275932312,2264.31361096355,40,0.349841812010239,0.499774017157484,0.67696190043631,24,0.8,0.3,0.8,6000
6365.4595994696,2226.90392055641,41,0.349841812010239,0.524762718015358,0.67696190043631,24,0.8,0.3,0.8,6000
6337.93025933198,2217.27300631922,42,0.349841812010239,0.524762718015358,0.67696190043631,24,0.8,0.3,0.8,6000
6330.58880695179,2214.70465931575,43,0.349841812010239,0.524762718015358,0.67696190043631,24,0.8,0.3,0.8,6000
6328.61332452756,2214.01355296486,44,0.349841812010239,0.524762718015358,0.67696190043631,24,0.8,0.3,0.8,6000
6328.08047645491,2324.51849745108,45,0.367333902610751,0.524762718015358,0.375233922480987,24,0.8,0.3,0.8,6000
6217.24530149649,2283.80498008706,46,0.367333902610751,0.551000853916126,0.375233922480987,24,0.8,0.3,0.8,6000
6188.41075628232,2273.21307406353,47,0.367333902610751,0.551000853916126,0.375233922480987,24,0.8,0.3,0.8,6000
6180.62749954648,2270.35401999173,48,0.367333902610751,0.551000853916126,0.375233922480987,24,0.8,0.3,0.8,6000
6178.50651414524,2269.57491014692,49,0.367333902610751,0.551000853916126,0.375233922480987,24,0.8,0.3,0.8,6000
6177.92705117385,2382.83015643983,50,0.385700597741288,0.551000853916126,0.770026606441016,24,0.8,0.3,0.8,6000
6064.30052613654,2339.00433781367,51,0.385700597741288,0.578550896611932,0.770026606441016,24,0.8,0.3,0.8,6000
6034.40236387356,2327.47259875748,52,0.385700597741288,0.578550896611932,0.770026606441016,24,0.8,0.3,0.8,6000
6026.22916512732,2324.32019111559,53,0.385700597741288,0.578550896611932,0.770026606441016,24,0.8,0.3,0.8,6000
6023.97252312291,2323.44980294561,54,0.385700597741288,0.578550896611932,0.770026606441016,24,0.8,0.3,0.8,6000
6023.34776455777,2439.36927485326,55,0.404985627628353,0.578550896611932,0.963753281882124,24,0.8,0.3,0.8,6000
5907.01422688444,2392.2558640844,56,0.404985627628353,0.607478441442529,0.963753281882124,24,0.8,0.3,0.8,6000
5876.04148320818,2379.7123480473,57,0.404985627628353,0.607478441442529,0.963753281882124,24,0.8,0.3,0.8,6000
5867.46285263259,2376.23812595946,58,0.404985627628353,0.607478441442529,0.963753281882124,24,0.8,0.3,0.8,6000
5865.06190390262,2375.26577623114,59,0.404985627628353,0.607478441442529,0.963753281882124,24,0.8,0.3,0.8,6000
5864.38799923447,2493.74249725246,60,0.42523490900977,0.607478441442529,0.408063353233497,24,0.8,0.3,0.8,6000
5745.44905074607,2443.16550431428,61,0.42523490900977,0.637852363514656,0.408063353233497,24,0.8,0.3,0.8,6000
5713.39423755984,2429.53467874571,62,0.42523490900977,0.637852363514656,0.408063353233497,24,0.8,0.3,0.8,6000
5704.39476547464,2425.70778905242,63,0.42523490900977,0.637852363514656,0.408063353233497,24,0.8,0.3,0.8,6000
5701.84041762992,2424.62159117909,64,0.42523490900977,0.637852363514656,0.408063353233497,24,0.8,0.3,0.8,6000
5701.11319026912,2545.52796615442,65,0.446496654460259,0.637852363514656,0.567202567325072,24,0.8,0.3,0.8,6000
5579.69035038089,2491.31307436926,66,0.446496654460259,0.669744981690388,0.567202567325072,24,0.8,0.3,0.8,6000
5546.55036771448,2476.51618297984,67,0.446496654460259,0.669744981690388,0.567202567325072,24,0.8,0.3,0.8,6000
5537.11498388211,2472.30331566513,68,0.446496654460259,0.669744981690388,0.567202567325072,24,0.8,0.3,0.8,6000
5534.39774382457,2471.09007707008,69,0.446496654460259,0.669744981690388,0.567202567325072,24,0.8,0.3,0.8,6000
5533.61267946069,2594.27652588097,70,0.468821487183272,0.669744981690388,0.684382968068589,24,0.8,0.3,0.8,6000
5409.84866958691,2536.25329871218,71,0.468821487183272,0.703232230774908,0.684382968068589,24,0.8,0.3,0.8,6000
5375.62543358156,2520.20871031193,72,0.468821487183272,0.703232230774908,0.684382968068589,24,0.8,0.3,0.8,6000
5365.73960851158,2515.57402310059,73,0.468821487183272,0.703232230774908,0.684382968068589,24,0.8,0.3,0.8,6000
5362.84961073757,2514.21913004622,74,0.468821487183272,0.703232230774908,0.684382968068589,24,0.8,0.3,0.8,6000
5362.00184066834,2639.51276108265,75,0.492262561542436,0.703232230774908,0.435501338746804,24,0.8,0.3,0.8,6000
5236.06181625555,2577.5172020645,76,0.492262561542436,0.738393842313653,0.435501338746804,24,0.8,0.3,0.8,6000
5200.76293388362,2560.1408838085,77,0.492262561542436,0.738393842313653,0.435501338746804,24,0.8,0.3,0.8,6000
5190.41291376237,2555.0459563916,78,0.492262561542436,0.738393842313653,0.435501338746804,24,0.8,0.3,0.8,6000
5187.33996168356,2553.53325712979,79,0.492262561542436,0.738393842313653,0.435501338746804,24,0.8,0.3,0.8,6000
5186.42424854746,2680.73661012756,80,0.516875689619557,0.738393842313653,0.877090568668293,24,0.8,0.3,0.8,6000
5058.49695329949,2614.6141011751,81,0.516875689619557,0.775313534429336,0.877090568668293,24,0.8,0.3,0.8,6000
5022.13644242563,2595.82023704226,82,0.516875689619557,0.775313534429336,0.877090568668293,24,0.8,0.3,0.8,6000
5011.30952124184,2590.22406468893,83,0.516875689619557,0.775313534429336,0.877090568668293,24,0.8,0.3,0.8,6000
5008.04314420936,2588.53575380771,84,0.516875689619557,0.775313534429336,0.877090568668293,24,0.8,0.3,0.8,6000
5007.05387125874,2717.42564380259,85,0.542719474100535,0.775313534429336,0.587677184745666,24,0.8,0.3,0.8,6000
4877.35268212016,2647.03428264309,86,0.542719474100535,0.814079211150803,0.587677184745666,24,0.8,0.3,0.8,6000
4839.95173351263,2626.73605948395,87,0.542719474100535,0.814079211150803,0.587677184745666,24,0.8,0.3,0.8,6000
4828.63656578186,2620.59509760375,88,0.542719474100535,0.814079211150803,0.587677184745666,24,0.8,0.3,0.8,6000
4825.1660948198,2618.71160542833,89,0.542719474100535,0.814079211150803,0.587677184745666,24,0.8,0.3,0.8,6000
4824.0972601357,2749.03810443221,90,0.569855447805562,0.814079211150803,0.738218433162232,24,0.8,0.3,0.8,6000
4692.86108719243,2674.25245633134,91,0.569855447805562,0.854783171708343,0.738218433162232,24,0.8,0.3,0.8,6000
4654.44886320393,2652.36304122917,92,0.569855447805562,0.854783171708343,0.738218433162232,24,0.8,0.3,0.8,6000
4642.63582051435,2645.63131449735,93,0.569855447805562,0.854783171708343,0.738218433162232,24,0.8,0.3,0.8,6000
4638.95048613006,2643.53120662148,94,0.569855447805562,0.854783171708343,0.738218433162232,24,0.8,0.3,0.8,6000
4637.79570349977,2775.016804821,95,0.59834822019584,0.854783171708343,0.815597363278446,24,0.8,0.3,0.8,6000
4505.28970438048,2695.7320760827,96,0.59834822019584,0.89752233029376,0.815597363278446,24,0.8,0.3,0.8,6000
4465.90416674113,2672.16580973474,97,0.59834822019584,0.89752233029376,0.815597363278446,24,0.8,0.3,0.8,6000
4453.58574098325,2664.7951016069,98,0.59834822019584,0.89752233029376,0.815597363278446,24,0.8,0.3,0.8,6000
4449.67479677625,2662.45499510135,99,0.59834822019584,0.89752233029376,0.815597363278446,24,0.8,0.3,0.8,6000
4448.42730532332,2794.79398885132,100,0.628265631205632,0.89752233029376,0.969541157531501,24,0.8,0.3,0.8,6000
1500,0,1,0,1.89446742648821,2.49490252491603,25,0.1,0.3,0.75,1500
1736.80842831103,0,2,0,0,2.49490252491603,25,0.1,0.3,0.75,1500
1993.32412149458,0,3,0,0,2.49490252491603,25,0.1,0.3,0.75,1500
2268.1086732417,0,4,0,0,2.49490252491603,25,0.1,0.3,0.75,1500
2559.28128917245,0,5,0,0,0,25,0.1,0.3,0.75,1500
2864.57947032423,0,6,0,0,0,25,0.1,0.3,0.75,1500
3181.43732125953,0,7,0,0,0,25,0.1,0.3,0.75,1500
3507.07580661591,0,8,0,0,0,25,0.1,0.3,0.75,1500
3838.59867428283,0,9,0,0,0,25,0.1,0.3,0.75,1500
4173.08782089163,0,10,0,0,0,25,0.1,0.3,0.75,1500
4507.69251763414,0,11,0,0,0,25,0.1,0.3,0.75,1500
4839.70799508986,0,12,0,0,0,25,0.1,0.3,0.75,1500
5166.64022300023,0,13,0,0,0,25,0.1,0.3,0.75,1500
5486.25513103514,0,14,0,0,0,25,0.1,0.3,0.75,1500
5796.61184086378,0,15,0,0,0,25,0.1,0.3,0.75,1500
6096.08060180598,0,16,0,0,0,25,0.1,0.3,0.75,1500
6383.34697421957,0,17,0,0,0,25,0.1,0.3,0.75,1500
6657.40436482573,0,18,0,0,0,25,0.1,0.3,0.75,1500
6917.53730181516,0,19,0,0,0,25,0.1,0.3,0.75,1500
7163.29788562336,0,20,0,0,0,25,0.1,0.3,0.75,1500
7394.47771793731,0,21,0,0,0,25,0.1,0.3,0.75,1500
7611.07735424749,0,22,0,0,0,25,0.1,0.3,0.75,1500
7813.27499729284,0,23,0,0,0,25,0.1,0.3,0.75,1500
8001.39579449966,0,24,0,0,0,25,0.1,0.3,0.75,1500
8175.88275568058,0,25,0,0,0,25,0.1,0.3,0.75,1500
8337.26999076347,0,26,0,0,0,25,0.1,0.3,0.75,1500
8486.15869454521,0,27,0,0,0,25,0.1,0.3,0.75,1500
8623.19608210977,0,28,0,0,0,25,0.1,0.3,0.75,1500
8749.05730466759,0,29,0,0,0,25,0.1,0.3,0.75,1500
8864.43024746822,0,30,0,0,0,25,0.1,0.3,0.75,1500
8970.00302325808,0,31,0,0,0,25,0.1,0.3,0.75,1500
9066.45391971976,0,32,0,0,0,25,0.1,0.3,0.75,1500
9154.44353059456,0,33,0,0,0,25,0.1,0.3,0.75,1500
9234.60879140089,0,34,0,0,0,25,0.1,0.3,0.75,1500
9307.5586462645,0,35,0,0,0,25,0.1,0.3,0.75,1500
9373.87108773961,0,36,0,0,0,25,0.1,0.3,0.75,1500
9434.0913329229,0,37,0,0,0,25,0.1,0.3,0.75,1500
9488.7309237973,0,38,0,0,0,25,0.1,0.3,0.75,1500
9538.2675654927,0,39,0,0,0,25,0.1,0.3,0.75,1500
9583.14554153516,0,40,0,0,0,25,0.1,0.3,0.75,1500
9623.77656919554,0,41,0,0,0,25,0.1,0.3,0.75,1500
9660.5409801419,0,42,0,0,0,25,0.1,0.3,0.75,1500
9693.78913143818,0,43,0,0,0,25,0.1,0.3,0.75,1500
9723.84296940695,0,44,0,0,0,25,0.1,0.3,0.75,1500
9750.99768402147,0,45,0,0,0,25,0.1,0.3,0.75,1500
9775.52340443951,0,46,0,0,0,25,0.1,0.3,0.75,1500
9797.66689721816,0,47,0,0,0,25,0.1,0.3,0.75,1500
9817.65323786376,0,48,0,0,0,25,0.1,0.3,0.75,1500
9835.68743389022,0,49,0,0,0,25,0.1,0.3,0.75,1500
9851.95598369386,0,50,0,0,0,25,0.1,0.3,0.75,1500
9866.62836050273,0,51,0,0,0,25,0.1,0.3,0.75,1500
9879.85841460556,0,52,0,0,0,25,0.1,0.3,0.75,1500
9891.78569017175,0,53,0,0,0,25,0.1,0.3,0.75,1500
9902.53665538392,0,54,0,0,0,25,0.1,0.3,0.75,1500
9912.22584644072,0,55,0,0,0,25,0.1,0.3,0.75,1500
9920.9569273568,0,56,0,0,0,25,0.1,0.3,0.75,1500
9928.82366847948,0,57,0,0,0,25,0.1,0.3,0.75,1500
9935.9108473315,0,58,0,0,0,25,0.1,0.3,0.75,1500
9942.29507584094,0,59,0,0,0,25,0.1,0.3,0.75,1500
9948.04555828324,0,60,0,0,0,25,0.1,0.3,0.75,1500
9953.22478438002,0,61,0,0,0,25,0.1,0.3,0.75,1500
9957.88916200821,0,62,0,0,0,25,0.1,0.3,0.75,1500
9962.08959390046,0,63,0,0,0,25,0.1,0.3,0.75,1500
9965.8720025846,0,64,0,0,0,25,0.1,0.3,0.75,1500
9969.27780763518,0,65,0,0,0,25,0.1,0.3,0.75,1500
9972.34435910705,0,66,0,0,0,25,0.1,0.3,0.75,1500
9975.10533080097,0,67,0,0,0,25,0.1,0.3,0.75,1500
9977.59107678224,0,68,0,0,0,25,0.1,0.3,0.75,1500
9979.82895434271,0,69,0,0,0,25,0.1,0.3,0.75,1500
9981.84361636762,0,70,0,0,0,25,0.1,0.3,0.75,1500
9983.65727584682,0,71,0,0,0,25,0.1,0.3,0.75,1500
9985.28994505545,0,72,0,0,0,25,0.1,0.3,0.75,1500
9986.75965172598,0,73,0,0,0,25,0.1,0.3,0.75,1500
9988.08263434085,0,74,0,0,0,25,0.1,0.3,0.75,1500
9989.27351849418,0,75,0,0,0,25,0.1,0.3,0.75,1500
9990.34547610277,0,76,0,0,0,25,0.1,0.3,0.75,1500
9991.31036908946,0,77,0,0,0,25,0.1,0.3,0.75,1500
9992.17887901738,0,78,0,0,0,25,0.1,0.3,0.75,1500
9992.96062401946,0,79,0,0,0,25,0.1,0.3,0.75,1500
9993.6642642448,0,80,0,0,0,25,0.1,0.3,0.75,1500
9994.29759693034,0,81,0,0,0,25,0.1,0.3,0.75,1500
9994.86764210322,0,82,0,0,0,25,0.1,0.3,0.75,1500
9995.38071982468,0,83,0,0,0,25,0.1,0.3,0.75,1500
9995.84251979994,0,84,0,0,0,25,0.1,0.3,0.75,1500
9996.2581641006,0,85,0,0,0,25,0.1,0.3,0.75,1500
9996.63226367414,0,86,0,0,0,25,0.1,0.3,0.75,1500
9996.96896925072,0,87,0,0,0,25,0.1,0.3,0.75,1500
9997.27201719831,0,88,0,0,0,25,0.1,0.3,0.75,1500
9997.54477082389,0,89,0,0,0,25,0.1,0.3,0.75,1500
9997.79025757023,0,90,0,0,0,25,0.1,0.3,0.75,1500
9998.01120251371,0,91,0,0,0,25,0.1,0.3,0.75,1500
9998.21005852919,0,92,0,0,0,25,0.1,0.3,0.75,1500
9998.38903345201,0,93,0,0,0,25,0.1,0.3,0.75,1500
9998.55011453486,0,94,0,0,0,25,0.1,0.3,0.75,1500
9998.69509046788,0,95,0,0,0,25,0.1,0.3,0.75,1500
9998.825571204,0,96,0,0,0,25,0.1,0.3,0.75,1500
9998.94300580764,0,97,0,0,0,25,0.1,0.3,0.75,1500
9999.04869852327,0,98,0,0,0,25,0.1,0.3,0.75,1500
9999.14382324096,0,99,0,0,0,25,0.1,0.3,0.75,1500
9999.22943651853,0,100,0,0,0,25,0.1,0.3,0.75,1500
4000,251.17018889719,1,0.0627925472242976,1.00468075558876,1.10492372928847,26,0.1,0.3,0.75,4000
4083.72339629906,256.427394213078,2,0.0627925472242976,0.753510566691571,1.10492372928847,26,0.1,0.3,0.75,4000
4162.14172214491,261.351480642004,3,0.0627925472242976,0.753510566691571,1.10492372928847,26,0.1,0.3,0.75,4000
4235.43489031076,265.953745365276,4,0.0627925472242976,0.753510566691571,1.10492372928847,26,0.1,0.3,0.75,4000
4303.80329648794,283.759110325747,5,0.0659321745855125,0.753510566691571,0.982395667454878,26,0.1,0.3,0.75,4000
4353.94992803317,287.065386791663,6,0.0659321745855125,0.79118609502615,0.982395667454878,26,0.1,0.3,0.75,4000
4400.41477776148,290.128915376039,7,0.0659321745855125,0.79118609502615,0.982395667454878,26,0.1,0.3,0.75,4000
4443.41576679305,292.964064092218,8,0.0659321745855125,0.79118609502615,0.982395667454878,26,0.1,0.3,0.75,4000
4483.16659551704,295.584922671567,9,0.0659321745855125,0.79118609502615,0.982395667454878,26,0.1,0.3,0.75,4000
4519.8751482522,312.905457248248,10,0.0692287833147881,0.79118609502615,0.765571697965448,26,0.1,0.3,0.75,4000
4538.84200059625,314.218509359337,11,0.0692287833147881,0.830745399777457,0.765571697965448,26,0.1,0.3,0.75,4000
4556.26621772259,315.424766711206,12,0.0692287833147881,0.830745399777457,0.765571697965448,26,0.1,0.3,0.75,4000
4572.26610925944,316.532419735471,13,0.0692287833147881,0.830745399777457,0.765571697965448,26,0.1,0.3,0.75,4000
4586.95208695485,317.549112103112,14,0.0692287833147881,0.830745399777457,0.765571697965448,26,0.1,0.3,0.75,4000
4600.42699231007,334.406061576443,15,0.0726902224805275,0.830745399777457,0.514233824729629,26,0.1,0.3,0.75,4000
4596.86235015845,334.146946945378,16,0.0726902224805275,0.87228266976633,0.514233824729629,26,0.1,0.3,0.75,4000
4593.60552185556,333.910207371461,17,0.0726902224805275,0.87228266976633,0.514233824729629,26,0.1,0.3,0.75,4000
4590.62967884525,333.693892680974,18,0.0726902224805275,0.87228266976633,0.514233824729629,26,0.1,0.3,0.75,4000
4587.91037156099,333.496225629488,19,0.0726902224805275,0.87228266976633,0.514233824729629,26,0.1,0.3,0.75,4000
4585.42531184148,349.98136538988,20,0.0763247336045539,0.87228266976633,0.952715275109632,26,0.1,0.3,0.75,4000
4566.488397013,348.536010410304,21,0.0763247336045539,0.915896803254647,0.952715275109632,26,0.1,0.3,0.75,4000
4549.24593035327,347.219983735814,22,0.0763247336045539,0.915896803254647,0.952715275109632,26,0.1,0.3,0.75,4000
4533.53928851114,346.021178481392,23,0.0763247336045539,0.915896803254647,0.952715275109632,26,0.1,0.3,0.75,4000
4519.2258418923,344.928708481246,24,0.0763247336045539,0.915896803254647,0.952715275109632,26,0.1,0.3,0.75,4000
4506.17715839886,361.129409749204,25,0.0801409702847816,0.915896803254647,0.547486646516487,26,0.1,0.3,0.75,4000
4477.08079886377,358.797599264308,26,0.0801409702847816,0.961691643417379,0.547486646516487,26,0.1,0.3,0.75,4000
4450.6435353195,356.678891312195,27,0.0801409702847816,0.961691643417379,0.547486646516487,26,0.1,0.3,0.75,4000
